cell_id,lon,lat,x_coord,y_coord
1,6.373766606,50.90971095,315374.0258,5643069.655
2,6.375824715,50.91095148,315523.5978,5643202.426
3,6.377882934,50.91219197,315673.1699,5643335.197
4,6.379941262,50.91343243,315822.7419,5643467.969
5,6.3819997,50.91467285,315972.3139,5643600.74
6,6.384058248,50.91591324,316121.886,5643733.511
7,6.386116905,50.91715359,316271.458,5643866.282
8,6.388175672,50.9183939,316421.0301,5643999.054
9,6.390234549,50.91963419,316570.6021,5644131.825
10,6.392293536,50.92087443,316720.1741,5644264.596
11,6.394352632,50.92211464,316869.7462,5644397.367
12,6.396411837,50.92335482,317019.3182,5644530.139
13,6.398471153,50.92459496,317168.8903,5644662.91
14,6.400530578,50.92583507,317318.4623,5644795.681
15,6.37572871,50.90840977,315506.797,5642920.083
16,6.377786817,50.90965026,315656.3691,5643052.854
17,6.379845033,50.91089071,315805.9411,5643185.625
18,6.381903359,50.91213114,315955.5131,5643318.397
19,6.383961794,50.91337152,316105.0852,5643451.168
20,6.386020339,50.91461187,316254.6572,5643583.939
21,6.388078994,50.91585219,316404.2293,5643716.71
22,6.390137758,50.91709247,316553.8013,5643849.482
23,6.392196632,50.91833272,316703.3734,5643982.253
24,6.394255616,50.91957293,316852.9454,5644115.024
25,6.396314709,50.92081311,317002.5174,5644247.795
26,6.398373912,50.92205325,317152.0895,5644380.567
27,6.400433225,50.92329336,317301.6615,5644513.338
28,6.402492647,50.92453343,317451.2336,5644646.109
29,6.377690705,50.90710854,315639.5683,5642770.511
30,6.379748809,50.908349,315789.1403,5642903.282
31,6.381807023,50.90958942,315938.7123,5643036.053
32,6.383865346,50.91082981,316088.2844,5643168.825
33,6.385923778,50.91207016,316237.8564,5643301.596
34,6.387982321,50.91331048,316387.4285,5643434.367
35,6.390040973,50.91455076,316537.0005,5643567.138
36,6.392099734,50.91579101,316686.5726,5643699.91
37,6.394158606,50.91703122,316836.1446,5643832.681
38,6.396217586,50.9182714,316985.7166,5643965.452
39,6.398276677,50.91951154,317135.2887,5644098.223
40,6.400335877,50.92075165,317284.8607,5644230.995
41,6.402395187,50.92199172,317434.4328,5644363.766
42,6.404454607,50.92323176,317584.0048,5644496.537
43,6.379652591,50.90580728,315772.3395,5642620.939
44,6.381710692,50.90704771,315921.9116,5642753.71
45,6.383768903,50.90828809,316071.4836,5642886.481
46,6.385827223,50.90952845,316221.0556,5643019.253
47,6.387885653,50.91076876,316370.6277,5643152.024
48,6.389944192,50.91200905,316520.1997,5643284.795
49,6.392002842,50.9132493,316669.7718,5643417.566
50,6.394061601,50.91448951,316819.3438,5643550.338
51,6.396120469,50.91572969,316968.9158,5643683.109
52,6.398179447,50.91696983,317118.4879,5643815.88
53,6.400238535,50.91820994,317268.0599,5643948.651
54,6.402297733,50.91945001,317417.632,5644081.423
55,6.40435704,50.92069005,317567.204,5644214.194
56,6.406416457,50.92193005,317716.7761,5644346.965
57,6.381614366,50.90450599,315905.1108,5642471.367
58,6.383672465,50.90574638,316054.6828,5642604.138
59,6.385730673,50.90698673,316204.2548,5642736.909
60,6.387788991,50.90822705,316353.8269,5642869.681
61,6.389847418,50.90946733,316503.3989,5643002.452
62,6.391905955,50.91070758,316652.971,5643135.223
63,6.393964601,50.91194779,316802.543,5643267.994
64,6.396023357,50.91318797,316952.1151,5643400.766
65,6.398082223,50.91442812,317101.6871,5643533.537
66,6.400141199,50.91566823,317251.2591,5643666.308
67,6.402200284,50.9169083,317400.8312,5643799.079
68,6.404259479,50.91814834,317550.4032,5643931.851
69,6.406318783,50.91938834,317699.9753,5644064.622
70,6.408378197,50.92062831,317849.5473,5644197.393
71,6.383576032,50.90320466,316037.882,5642321.795
72,6.385634128,50.90444501,316187.454,5642454.566
73,6.387692334,50.90568533,316337.0261,5642587.337
74,6.389750649,50.90692562,316486.5981,5642720.109
75,6.391809073,50.90816587,316636.1702,5642852.88
76,6.393867607,50.90940608,316785.7422,5642985.651
77,6.395926251,50.91064626,316935.3143,5643118.422
78,6.397985004,50.9118864,317084.8863,5643251.194
79,6.400043868,50.91312651,317234.4583,5643383.965
80,6.40210284,50.91436659,317384.0304,5643516.736
81,6.404161923,50.91560663,317533.6024,5643649.507
82,6.406221115,50.91684663,317683.1745,5643782.278
83,6.408280416,50.9180866,317832.7465,5643915.05
84,6.410339828,50.91932654,317982.3186,5644047.821
85,6.385537589,50.9019033,316170.6533,5642172.223
86,6.387595682,50.90314362,316320.2253,5642304.994
87,6.389653885,50.9043839,316469.7973,5642437.765
88,6.391712197,50.90562415,316619.3694,5642570.536
89,6.393770619,50.90686437,316768.9414,5642703.308
90,6.39582915,50.90810455,316918.5135,5642836.079
91,6.397887791,50.90934469,317068.0855,5642968.85
92,6.399946542,50.9105848,317217.6575,5643101.621
93,6.402005402,50.91182487,317367.2296,5643234.393
94,6.404064372,50.91306491,317516.8016,5643367.164
95,6.406123452,50.91430492,317666.3737,5643499.935
96,6.408182641,50.91554489,317815.9457,5643632.706
97,6.41024194,50.91678482,317965.5178,5643765.478
98,6.412301348,50.91802472,318115.0898,5643898.249
99,6.387499036,50.9006019,316303.4245,5642022.651
100,6.389557126,50.90184218,316452.9965,5642155.422
101,6.391615326,50.90308243,316602.5686,5642288.193
102,6.393673636,50.90432265,316752.1406,5642420.964
103,6.395732055,50.90556283,316901.7127,5642553.736
104,6.397790584,50.90680297,317051.2847,5642686.507
105,6.399849222,50.90804308,317200.8568,5642819.278
106,6.40190797,50.90928316,317350.4288,5642952.049
107,6.403966827,50.9105232,317500.0008,5643084.821
108,6.406025795,50.91176321,317649.5729,5643217.592
109,6.408084871,50.91300318,317799.1449,5643350.363
110,6.410144058,50.91424311,317948.717,5643483.134
111,6.412203354,50.91548301,318098.289,5643615.906
112,6.41426276,50.91672288,318247.8611,5643748.677
113,6.389460373,50.89930047,316436.1957,5641873.079
114,6.391518461,50.90054072,316585.7678,5642005.85
115,6.393576658,50.90178093,316735.3398,5642138.621
116,6.395634965,50.90302111,316884.9119,5642271.392
117,6.397693381,50.90426126,317034.4839,5642404.164
118,6.399751907,50.90550137,317184.056,5642536.935
119,6.401810543,50.90674145,317333.628,5642669.706
120,6.403869288,50.90798149,317483.2,5642802.477
121,6.405928143,50.90922149,317632.7721,5642935.249
122,6.407987107,50.91046146,317782.3441,5643068.02
123,6.410046181,50.9117014,317931.9162,5643200.791
124,6.412105365,50.9129413,318081.4882,5643333.562
125,6.414164658,50.91418117,318231.0603,5643466.334
126,6.416224061,50.915421,318380.6323,5643599.105
127,6.391421601,50.897999,316568.967,5641723.507
128,6.393479686,50.89923921,316718.539,5641856.278
129,6.395537881,50.9004794,316868.1111,5641989.049
130,6.397596185,50.90171954,317017.6831,5642121.82
131,6.399654598,50.90295965,317167.2552,5642254.592
132,6.401713121,50.90419973,317316.8272,5642387.363
133,6.403771754,50.90543977,317466.3992,5642520.134
134,6.405830497,50.90667978,317615.9713,5642652.905
135,6.407889349,50.90791975,317765.5433,5642785.677
136,6.40994831,50.90915968,317915.1154,5642918.448
137,6.412007381,50.91039959,318064.6874,5643051.219
138,6.414066562,50.91163945,318214.2595,5643183.99
139,6.416125853,50.91287928,318363.8315,5643316.762
140,6.418185253,50.91411908,318513.4035,5643449.533
141,6.393382719,50.8966975,316701.7382,5641573.935
142,6.395440802,50.89793768,316851.3103,5641706.706
143,6.397498993,50.89917782,317000.8823,5641839.477
144,6.399557295,50.90041794,317150.4544,5641972.248
145,6.401615706,50.90165801,317300.0264,5642105.02
146,6.403674226,50.90289805,317449.5985,5642237.791
147,6.405732856,50.90413806,317599.1705,5642370.562
148,6.407791596,50.90537803,317748.7425,5642503.333
149,6.409850445,50.90661797,317898.3146,5642636.105
150,6.411909404,50.90785787,318047.8866,5642768.876
151,6.413968472,50.90909774,318197.4587,5642901.647
152,6.41602765,50.91033757,318347.0307,5643034.418
153,6.418086938,50.91157737,318496.6028,5643167.19
154,6.420146335,50.91281713,318646.1748,5643299.961
155,6.395343728,50.89539596,316834.5095,5641424.363
156,6.397401808,50.8966361,316984.0815,5641557.134
157,6.399459997,50.89787622,317133.6536,5641689.905
158,6.401518295,50.89911629,317283.2256,5641822.676
159,6.403576703,50.90035634,317432.7977,5641955.448
160,6.405635221,50.90159634,317582.3697,5642088.219
161,6.407693848,50.90283632,317731.9417,5642220.99
162,6.409752585,50.90407625,317881.5138,5642353.761
163,6.411811432,50.90531616,318031.0858,5642486.533
164,6.413870388,50.90655602,318180.6579,5642619.304
165,6.415929453,50.90779586,318330.2299,5642752.075
166,6.417988628,50.90903566,318479.802,5642884.846
167,6.420047913,50.91027542,318629.374,5643017.617
168,6.422107308,50.91151515,318778.946,5643150.389
169,6.397304627,50.89409438,316967.2807,5641274.79
170,6.399362704,50.8953345,317116.8528,5641407.562
171,6.40142089,50.89657458,317266.4248,5641540.333
172,6.403479186,50.89781462,317415.9969,5641673.104
173,6.405537592,50.89905463,317565.5689,5641805.875
174,6.407596106,50.9002946,317715.1409,5641938.647
175,6.409654731,50.90153454,317864.713,5642071.418
176,6.411713465,50.90277444,318014.285,5642204.189
177,6.413772309,50.90401431,318163.8571,5642336.96
178,6.415831262,50.90525414,318313.4291,5642469.732
179,6.417890325,50.90649394,318463.0012,5642602.503
180,6.419949497,50.9077337,318612.5732,5642735.274
181,6.422008779,50.90897343,318762.1452,5642868.045
182,6.42406817,50.91021313,318911.7173,5643000.817
183,6.399265417,50.89279278,317100.052,5641125.218
184,6.401323491,50.89403286,317249.624,5641257.99
185,6.403381675,50.8952729,317399.1961,5641390.761
186,6.405439968,50.89651291,317548.7681,5641523.532
187,6.40749837,50.89775288,317698.3402,5641656.303
188,6.409556882,50.89899282,317847.9122,5641789.075
189,6.411615504,50.90023272,317997.4842,5641921.846
190,6.413674235,50.90147259,318147.0563,5642054.617
191,6.415733076,50.90271243,318296.6283,5642187.388
192,6.417792026,50.90395223,318446.2004,5642320.16
193,6.419851086,50.90519199,318595.7724,5642452.931
194,6.421910256,50.90643172,318745.3445,5642585.702
195,6.423969535,50.90767141,318894.9165,5642718.473
196,6.426028924,50.90891107,319044.4885,5642851.245
197,6.401226097,50.89149114,317232.8232,5640975.646
198,6.403284169,50.89273118,317382.3953,5641108.418
199,6.405342349,50.89397119,317531.9673,5641241.189
200,6.40740064,50.89521116,317681.5394,5641373.96
201,6.409459039,50.8964511,317831.1114,5641506.731
202,6.411517549,50.89769101,317980.6834,5641639.503
203,6.413576168,50.89893088,318130.2555,5641772.274
204,6.415634896,50.90017071,318279.8275,5641905.045
205,6.417693734,50.90141051,318429.3996,5642037.816
206,6.419752681,50.90265027,318578.9716,5642170.588
207,6.421811739,50.90389,318728.5437,5642303.359
208,6.423870905,50.9051297,318878.1157,5642436.13
209,6.425930182,50.90636936,319027.6877,5642568.901
210,6.427989567,50.90760898,319177.2598,5642701.673
211,6.403186668,50.89018946,317365.5945,5640826.074
212,6.405244736,50.89142947,317515.1665,5640958.846
213,6.407302914,50.89266944,317664.7386,5641091.617
214,6.409361202,50.89390938,317814.3106,5641224.388
215,6.411419599,50.89514929,317963.8826,5641357.159
216,6.413478105,50.89638916,318113.4547,5641489.931
217,6.415536722,50.89762899,318263.0267,5641622.702
218,6.417595447,50.89886879,318412.5988,5641755.473
219,6.419654282,50.90010856,318562.1708,5641888.244
220,6.421713227,50.90134829,318711.7429,5642021.016
221,6.423772281,50.90258798,318861.3149,5642153.787
222,6.425831445,50.90382764,319010.8869,5642286.558
223,6.427890719,50.90506727,319160.459,5642419.329
224,6.429950102,50.90630686,319310.031,5642552.101
225,6.405147129,50.88888775,317498.3657,5640676.502
226,6.407205195,50.89012772,317647.9378,5640809.274
227,6.40926337,50.89136766,317797.5098,5640942.045
228,6.411321655,50.89260757,317947.0819,5641074.816
229,6.413380049,50.89384744,318096.6539,5641207.587
230,6.415438553,50.89508727,318246.2259,5641340.359
231,6.417497166,50.89632707,318395.798,5641473.13
232,6.419555889,50.89756684,318545.37,5641605.901
233,6.421614721,50.89880657,318694.9421,5641738.672
234,6.423673663,50.90004626,318844.5141,5641871.444
235,6.425732714,50.90128593,318994.0862,5642004.215
236,6.427791875,50.90252555,319143.6582,5642136.986
237,6.429851146,50.90376514,319293.2302,5642269.757
238,6.431910526,50.9050047,319442.8023,5642402.529
239,6.407107481,50.887586,317631.137,5640526.93
240,6.409165544,50.88882594,317780.709,5640659.702
241,6.411223716,50.89006585,317930.2811,5640792.473
242,6.413281998,50.89130572,318079.8531,5640925.244
243,6.41534039,50.89254555,318229.4251,5641058.015
244,6.41739889,50.89378535,318378.9972,5641190.787
245,6.419457501,50.89502512,318528.5692,5641323.558
246,6.421516221,50.89626485,318678.1413,5641456.329
247,6.42357505,50.89750455,318827.7133,5641589.1
248,6.425633989,50.89874421,318977.2854,5641721.871
249,6.427693038,50.89998383,319126.8574,5641854.643
250,6.429752196,50.90122343,319276.4294,5641987.414
251,6.431811464,50.90246298,319426.0015,5642120.185
252,6.433870841,50.9037025,319575.5735,5642252.956
253,6.409067723,50.88628422,317763.9082,5640377.358
254,6.411125783,50.88752412,317913.4803,5640510.129
255,6.413183953,50.888764,318063.0523,5640642.901
256,6.415242232,50.89000383,318212.6243,5640775.672
257,6.417300621,50.89124363,318362.1964,5640908.443
258,6.419359119,50.8924834,318511.7684,5641041.214
259,6.421417726,50.89372313,318661.3405,5641173.986
260,6.423476443,50.89496283,318810.9125,5641306.757
261,6.42553527,50.89620249,318960.4846,5641439.528
262,6.427594206,50.89744212,319110.0566,5641572.299
263,6.429653252,50.89868171,319259.6286,5641705.071
264,6.431712407,50.89992127,319409.2007,5641837.842
265,6.433771672,50.90116079,319558.7727,5641970.613
266,6.435831046,50.90240027,319708.3448,5642103.384
267,6.411027856,50.8849824,317896.6795,5640227.786
268,6.413085913,50.88622227,318046.2515,5640360.557
269,6.41514408,50.88746211,318195.8236,5640493.329
270,6.417202356,50.88870191,318345.3956,5640626.1
271,6.419260742,50.88994168,318494.9676,5640758.871
272,6.421319237,50.89118141,318644.5397,5640891.642
273,6.423377842,50.89242111,318794.1117,5641024.414
274,6.425436556,50.89366077,318943.6838,5641157.185
275,6.42749538,50.8949004,319093.2558,5641289.956
276,6.429554313,50.89613999,319242.8279,5641422.727
277,6.431613356,50.89737955,319392.3999,5641555.499
278,6.433672509,50.89861907,319541.9719,5641688.27
279,6.435731771,50.89985856,319691.544,5641821.041
280,6.437791142,50.90109801,319841.116,5641953.812
281,6.412987879,50.88368055,318029.4507,5640078.214
282,6.415045934,50.88492039,318179.0228,5640210.985
283,6.417104098,50.88616019,318328.5948,5640343.757
284,6.419162371,50.88739996,318478.1668,5640476.528
285,6.421220754,50.88863969,318627.7389,5640609.299
286,6.423279246,50.88987939,318777.3109,5640742.07
287,6.425337848,50.89111905,318926.883,5640874.842
288,6.42739656,50.89235868,319076.455,5641007.613
289,6.429455381,50.89359827,319226.0271,5641140.384
290,6.431514311,50.89483783,319375.5991,5641273.155
291,6.433573351,50.89607735,319525.1711,5641405.927
292,6.435632501,50.89731684,319674.7432,5641538.698
293,6.43769176,50.89855629,319824.3152,5641671.469
294,6.439751128,50.89979571,319973.8873,5641804.24
295,6.414947793,50.88237867,318162.222,5639928.642
296,6.417005845,50.88361847,318311.794,5640061.413
297,6.419064006,50.88485824,318461.366,5640194.185
298,6.421122277,50.88609797,318610.9381,5640326.956
299,6.423180657,50.88733767,318760.5101,5640459.727
300,6.425239146,50.88857733,318910.0822,5640592.498
301,6.427297745,50.88981696,319059.6542,5640725.27
302,6.429356454,50.89105655,319209.2263,5640858.041
303,6.431415272,50.89229611,319358.7983,5640990.812
304,6.433474199,50.89353563,319508.3703,5641123.583
305,6.435533236,50.89477512,319657.9424,5641256.355
306,6.437592383,50.89601458,319807.5144,5641389.126
307,6.439651639,50.89725399,319957.0865,5641521.897
308,6.441711005,50.89849338,320106.6585,5641654.668
309,6.416907597,50.88107674,318294.9932,5639779.07
310,6.418965646,50.88231651,318444.5653,5639911.841
311,6.421023805,50.88355625,318594.1373,5640044.613
312,6.423082072,50.88479595,318743.7093,5640177.384
313,6.42514045,50.88603561,318893.2814,5640310.155
314,6.427198936,50.88727524,319042.8534,5640442.926
315,6.429257533,50.88851483,319192.4255,5640575.698
316,6.431316238,50.88975439,319341.9975,5640708.469
317,6.433375053,50.89099392,319491.5696,5640841.24
318,6.435433978,50.8922334,319641.1416,5640974.011
319,6.437493012,50.89347286,319790.7136,5641106.783
320,6.439552156,50.89471228,319940.2857,5641239.554
321,6.441611409,50.89595166,320089.8577,5641372.325
322,6.443670772,50.89719101,320239.4298,5641505.096
323,6.418867292,50.87977479,318427.7645,5639629.498
324,6.420925338,50.88101452,318577.3365,5639762.269
325,6.422983494,50.88225422,318726.9085,5639895.041
326,6.425041759,50.88349389,318876.4806,5640027.812
327,6.427100133,50.88473352,319026.0526,5640160.583
328,6.429158617,50.88597311,319175.6247,5640293.354
329,6.43121721,50.88721267,319325.1967,5640426.125
330,6.433275913,50.88845219,319474.7688,5640558.897
331,6.435334726,50.88969168,319624.3408,5640691.668
332,6.437393647,50.89093114,319773.9128,5640824.439
333,6.439452679,50.89217056,319923.4849,5640957.21
334,6.441511819,50.89340994,320073.0569,5641089.982
335,6.44357107,50.89464929,320222.629,5641222.753
336,6.44563043,50.89588861,320372.201,5641355.524
337,6.420826878,50.8784728,318560.5357,5639479.926
338,6.422884921,50.8797125,318710.1077,5639612.697
339,6.424943074,50.88095216,318859.6798,5639745.468
340,6.427001336,50.88219179,319009.2518,5639878.24
341,6.429059707,50.88343139,319158.8239,5640011.011
342,6.431118188,50.88467095,319308.3959,5640143.782
343,6.433176779,50.88591047,319457.968,5640276.553
344,6.435235479,50.88714996,319607.54,5640409.325
345,6.437294288,50.88838942,319757.112,5640542.096
346,6.439353207,50.88962884,319906.6841,5640674.867
347,6.441412235,50.89086822,320056.2561,5640807.638
348,6.443471373,50.89210757,320205.8282,5640940.41
349,6.445530621,50.89334689,320355.4002,5641073.181
350,6.447589978,50.89458617,320504.9723,5641205.952
351,6.422786354,50.87717077,318693.307,5639330.354
352,6.424844394,50.87841044,318842.879,5639463.125
353,6.426902544,50.87965007,318992.451,5639595.896
354,6.428960803,50.88088967,319142.0231,5639728.668
355,6.431019172,50.88212923,319291.5951,5639861.439
356,6.43307765,50.88336875,319441.1672,5639994.21
357,6.435136238,50.88460824,319590.7392,5640126.981
358,6.437194935,50.8858477,319740.3113,5640259.753
359,6.439253741,50.88708712,319889.8833,5640392.524
360,6.441312657,50.8883265,320039.4553,5640525.295
361,6.443371683,50.88956585,320189.0274,5640658.066
362,6.445430818,50.89080517,320338.5994,5640790.838
363,6.447490062,50.89204445,320488.1715,5640923.609
364,6.449549416,50.8932837,320637.7435,5641056.38
365,6.424745721,50.87586871,318826.0782,5639180.782
366,6.426803758,50.87710834,318975.6502,5639313.553
367,6.428861905,50.87834794,319125.2223,5639446.324
368,6.430920162,50.8795875,319274.7943,5639579.096
369,6.432978527,50.88082703,319424.3664,5639711.867
370,6.435037003,50.88206652,319573.9384,5639844.638
371,6.437095587,50.88330598,319723.5105,5639977.409
372,6.439154281,50.8845454,319873.0825,5640110.181
373,6.441213085,50.88578478,320022.6545,5640242.952
374,6.443271998,50.88702413,320172.2266,5640375.723
375,6.445331021,50.88826345,320321.7986,5640508.494
376,6.447390153,50.88950273,320471.3707,5640641.266
377,6.449449394,50.89074198,320620.9427,5640774.037
378,6.451508745,50.89198119,320770.5148,5640906.808
379,6.426704978,50.87456662,318958.8494,5639031.21
380,6.428763013,50.87580622,319108.4215,5639163.981
381,6.430821157,50.87704578,319257.9935,5639296.752
382,6.43287941,50.8782853,319407.5656,5639429.524
383,6.434937773,50.8795248,319557.1376,5639562.295
384,6.436996245,50.88076425,319706.7097,5639695.066
385,6.439054827,50.88200367,319856.2817,5639827.837
386,6.441113519,50.88324306,320005.8537,5639960.609
387,6.443172319,50.88448241,320155.4258,5640093.38
388,6.445231229,50.88572173,320304.9978,5640226.151
389,6.447290249,50.88696101,320454.5699,5640358.922
390,6.449349378,50.88820026,320604.1419,5640491.694
391,6.451408617,50.88943947,320753.714,5640624.465
392,6.453467965,50.89067865,320903.286,5640757.236
393,6.428664126,50.87326449,319091.6207,5638881.638
394,6.430722158,50.87450405,319241.1927,5639014.409
395,6.432780299,50.87574358,319390.7648,5639147.18
396,6.434838549,50.87698307,319540.3368,5639279.952
397,6.43689691,50.87822253,319689.9089,5639412.723
398,6.438955379,50.87946195,319839.4809,5639545.494
399,6.441013958,50.88070134,319989.053,5639678.265
400,6.443072646,50.88194069,320138.625,5639811.037
401,6.445131444,50.88318001,320288.197,5639943.808
402,6.447190351,50.88441929,320437.7691,5640076.579
403,6.449249368,50.88565854,320587.3411,5640209.35
404,6.451308494,50.88689775,320736.9132,5640342.122
405,6.45336773,50.88813693,320886.4852,5640474.893
406,6.455427075,50.88937607,321036.0572,5640607.664
407,6.430623164,50.87196233,319224.3919,5638732.066
408,6.432681193,50.87320185,319373.964,5638864.837
409,6.434739332,50.87444135,319523.536,5638997.608
410,6.436797579,50.8756808,319673.1081,5639130.38
411,6.438855936,50.87692023,319822.6801,5639263.151
412,6.440914403,50.87815962,319972.2522,5639395.922
413,6.442972979,50.87939897,320121.8242,5639528.693
414,6.445031664,50.88063829,320271.3962,5639661.464
415,6.447090459,50.88187757,320420.9683,5639794.236
416,6.449149363,50.88311682,320570.5403,5639927.007
417,6.451208377,50.88435603,320720.1124,5640059.778
418,6.4532675,50.88559521,320869.6844,5640192.549
419,6.455326733,50.88683435,321019.2565,5640325.321
420,6.457386075,50.88807346,321168.8285,5640458.092
421,6.432582093,50.87066013,319357.1632,5638582.494
422,6.434640119,50.87189962,319506.7352,5638715.265
423,6.436698255,50.87313908,319656.3073,5638848.036
424,6.4387565,50.8743785,319805.8793,5638980.807
425,6.440814854,50.87561789,319955.4514,5639113.579
426,6.442873318,50.87685724,320105.0234,5639246.35
427,6.444931891,50.87809656,320254.5954,5639379.121
428,6.446990573,50.87933585,320404.1675,5639511.892
429,6.449049365,50.8805751,320553.7395,5639644.664
430,6.451108266,50.88181431,320703.3116,5639777.435
431,6.453167277,50.88305349,320852.8836,5639910.206
432,6.455226397,50.88429263,321002.4557,5640042.977
433,6.457285627,50.88553174,321152.0277,5640175.749
434,6.459344966,50.88677081,321301.5997,5640308.52
435,6.434540913,50.86935789,319489.9344,5638432.922
436,6.436598936,50.87059735,319639.5065,5638565.693
437,6.438657069,50.87183678,319789.0785,5638698.464
438,6.440715311,50.87307617,319938.6506,5638831.235
439,6.442773662,50.87431552,320088.2226,5638964.007
440,6.444832123,50.87555484,320237.7947,5639096.778
441,6.446890693,50.87679412,320387.3667,5639229.549
442,6.448949373,50.87803337,320536.9387,5639362.32
443,6.451008162,50.87927259,320686.5108,5639495.092
444,6.45306706,50.88051177,320836.0828,5639627.863
445,6.455126068,50.88175091,320985.6549,5639760.634
446,6.457185185,50.88299002,321135.2269,5639893.405
447,6.459244412,50.88422909,321284.7989,5640026.177
448,6.461303748,50.88546813,321434.371,5640158.948
449,6.436499623,50.86805562,319622.7057,5638283.35
450,6.438557644,50.86929505,319772.2777,5638416.121
451,6.440615773,50.87053444,319921.8498,5638548.892
452,6.442674013,50.87177379,320071.4218,5638681.663
453,6.444732361,50.87301311,320220.9939,5638814.435
454,6.446790819,50.8742524,320370.5659,5638947.206
455,6.448849386,50.87549165,320520.1379,5639079.977
456,6.450908063,50.87673086,320669.71,5639212.748
457,6.452966849,50.87797004,320819.282,5639345.52
458,6.455025744,50.87920919,320968.8541,5639478.291
459,6.457084749,50.8804483,321118.4261,5639611.062
460,6.459143863,50.88168737,321267.9982,5639743.833
461,6.461203087,50.88292641,321417.5702,5639876.605
462,6.46326242,50.88416542,321567.1422,5640009.376
463,6.438458225,50.86675332,319755.4769,5638133.778
464,6.440516242,50.86799271,319905.049,5638266.549
465,6.442574369,50.86923207,320054.621,5638399.32
466,6.444632605,50.87047139,320204.1931,5638532.091
467,6.44669095,50.87171067,320353.7651,5638664.863
468,6.448749405,50.87294992,320503.3371,5638797.634
469,6.450807969,50.87418914,320652.9092,5638930.405
470,6.452866643,50.87542832,320802.4812,5639063.176
471,6.454925426,50.87666746,320952.0533,5639195.948
472,6.456984319,50.87790658,321101.6253,5639328.719
473,6.45904332,50.87914565,321251.1974,5639461.49
474,6.461102432,50.88038469,321400.7694,5639594.261
475,6.463161652,50.8816237,321550.3414,5639727.033
476,6.465220983,50.88286267,321699.9135,5639859.804
477,6.440416716,50.86545098,319888.2482,5637984.206
478,6.442474731,50.86669034,320037.8202,5638116.977
479,6.444532855,50.86792966,320187.3923,5638249.748
480,6.446591088,50.86916895,320336.9643,5638382.519
481,6.44864943,50.8704082,320486.5364,5638515.291
482,6.450707882,50.87164741,320636.1084,5638648.062
483,6.452766444,50.87288659,320785.6804,5638780.833
484,6.454825114,50.87412574,320935.2525,5638913.604
485,6.456883894,50.87536485,321084.8245,5639046.376
486,6.458942784,50.87660393,321234.3966,5639179.147
487,6.461001783,50.87784297,321383.9686,5639311.918
488,6.463060891,50.87908198,321533.5406,5639444.689
489,6.465120109,50.88032095,321683.1127,5639577.461
490,6.467179436,50.88155988,321832.6847,5639710.232
491,6.442375099,50.86414861,320021.0194,5637834.634
492,6.44443311,50.86538793,320170.5915,5637967.405
493,6.446491231,50.86662722,320320.1635,5638100.176
494,6.448549461,50.86786647,320469.7356,5638232.947
495,6.450607801,50.86910569,320619.3076,5638365.718
496,6.45266625,50.87034487,320768.8796,5638498.49
497,6.454724808,50.87158402,320918.4517,5638631.261
498,6.456783476,50.87282313,321068.0237,5638764.032
499,6.458842253,50.8740622,321217.5958,5638896.803
500,6.46090114,50.87530125,321367.1678,5639029.575
501,6.462960135,50.87654025,321516.7399,5639162.346
502,6.465019241,50.87777922,321666.3119,5639295.117
503,6.467078455,50.87901816,321815.8839,5639427.888
504,6.46913778,50.88025706,321965.456,5639560.66
